OrderID,OrderDate,CustomerID,City,Region,Category,MarbleType,Finish,Thickness_mm,Quantity_sqft,UnitPrice_PKR,Discount_pct,TotalAmount_PKR,PaymentMethod,SalesRep,Warehouse,OrderStatus,DeliveryDays
ORD102426,2024-07-21,CUST2707,Quetta,Balochistan,Granite,Buff Marble,Polished,22,122.0,291.23,0.0,35530.06,Credit (30 days),Tariq Mehmood,Depot - Lahore,Delivered,7.0
ORD102546,2024-06-14,CUST3271,Multan,Punjab,Marble,Rangeela Marble,Polished,22,125.9,185.95,5.0,22240.55,Cash,Saad Iqbal,Depot - Multan,In Transit,11.0
ORD100958,2024-07-23,CUST1847,Faisalabad,Punjab,Marble,Botticino Beige,Honed,30,50.1,247.19,15.0,10526.59,Credit (30 days),Zain Abbas,Depot - Multan,In Transit,7.0
ORD102780,2024-03-03,CUST1964,Islamabad,Federal,Granite,Ziarat White,Polished,30,244.0,252.98,0.0,61727.12,Cheque,Ahmed Raza,Depot - Multan,Cancelled,7.0
ORD102955,2025-03-20,CUST3003,Lahore,Punjab,Onyx,Chaghi Golden,Honed,22,52.5,474.45,0.0,24908.62,Cash,Saad Iqbal,Depot - Karachi,Delivered,7.0
ORD102421,2025-03-11,CUST2790,Peshawar,KPK,Tile,Chaghi Golden,Polished,20,42.0,68.26,0.0,2866.92,Bank Transfer,Fahad Malik,Main Yard - Chiniot,Pending,3.0
ORD103697,2025-10-16,CUST2656,Lahore,Punjab,Marble,Buff Marble,Bush Hammered,30,247.9,127.16,10.0,28370.67,Bank Transfer,Ahmed Raza,Depot - Multan,Delivered,4.0
ORD103029,2024-11-03,CUST2835,Faisalabad,Punjab,Tile,Emperador Brown,Polished,22,157.9,104.12,0.0,16440.55,Cash,Bilal Khan,Depot - Multan,In Transit,9.0
ORD103623,2024-10-02,CUST1444,Islamabad,Federal,Onyx,Teri White,Polished,16,234.4,394.04,0.0,92362.98,Cheque,Zain Abbas,Main Yard - Chiniot,In Transit,8.0
ORD104049,2024-08-15,CUST1402,Karachi,Sindh,Marble,Botticino Beige,Polished,18,21.1,175.12,0.0,3695.03,Cheque,Usman Tariq,Main Yard - Chiniot,Pending,8.0
ORD102675,2024-02-03,CUST3403,Mianwali,Punjab,Granite,Indus Green,Flamed,16,54.5,271.72,0.0,14808.74,Credit (30 days),Hamza Sheikh,Main Yard - Chiniot,Delivered,7.0
ORD101315,2025-04-28,CUST2897,Multan,Punjab,Tile,Rangeela Marble,Polished,18,29.8,91.58,0.0,2729.08,Bank Transfer,Bilal Khan,Depot - Multan,Delivered,4.0
ORD101872,2025-03-30,CUST1716,Karachi,Sindh,Granite,Teri White,Leather,16,76.0,235.2,10.0,16087.68,Cash,Usman Tariq,Depot - Karachi,In Transit,10.0
ORD102125,2024-05-26,CUST2263,Mianwali,Punjab,Marble,Emperador Brown,Honed,20,105.1,171.3,15.0,15303.09,Cheque,Usman Tariq,Main Yard - Chiniot,Delivered,3.0
ORD103243,2024-01-30,CUST2948,Faisalabad,Punjab,Tile,Emperador Brown,Honed,20,20.0,95.02,5.0,1805.38,Bank Transfer,Bilal Khan,Depot - Lahore,Cancelled,6.0
ORD100697,2025-07-15,CUST1378,Islamabad,Federal,Marble,Ziarat White,Leather,20,36.8,178.8,0.0,6579.84,Bank Transfer,Zain Abbas,Depot - Karachi,Delivered,8.0
ORD104153,2025-09-04,CUST1916,Gujranwala,Punjab,Onyx,Teri White,Honed,30,162.7,491.53,0.0,79971.93,Cash,Tariq Mehmood,Depot - Karachi,Cancelled,5.0
ORD101370,2024-08-29,CUST3281,Rawalpindi,Punjab,Marble,Multi Red,Bush Hammered,30,90.1,206.02,0.0,18562.4,Cash,Ahmed Raza,Depot - Lahore,Cancelled,6.0
ORD102633,2024-03-26,CUST1498,Gujranwala,Punjab,Granite,Ziarat White,Polished,20,51.0,273.08,0.0,13927.08,Cheque,Hamza Sheikh,Depot - Multan,Pending,4.0
ORD102542,2025-09-22,CUST1276,Lahore,Punjab,Marble,Botticino Beige,Polished,20,78.9,202.16,0.0,15950.42,Cheque,Usman Tariq,Depot - Lahore,Delivered,5.0
ORD101211,2025-02-15,CUST1145,Karachi,Sindh,Marble,Botticino Beige,Polished,16,51.5,165.05,0.0,8500.08,Cash,Hamza Sheikh,Depot - Lahore,Delivered,9.0
ORD101756,2025-08-23,CUST1170,Peshawar,KPK,Marble,Sunny Grey,Honed,30,63.0,229.57,10.0,13016.62,Cheque,Zain Abbas,Main Yard - Chiniot,Cancelled,12.0
ORD101970,2024-07-25,CUST2622,Gujranwala,Punjab,Granite,Ziarat White,Bush Hammered,20,127.8,270.98,0.0,34631.24,Bank Transfer,Tariq Mehmood,Depot - Karachi,Pending,4.0
ORD103986,2024-07-08,CUST3175,Gujranwala,Punjab,Onyx,Emperador Brown,Flamed,20,32.9,393.31,10.0,11645.91,Bank Transfer,Tariq Mehmood,Depot - Multan,Cancelled,4.0
ORD101857,2025-05-14,CUST1170,Quetta,Balochistan,Marble,Buff Marble,Polished,20,177.8,197.44,0.0,35104.83,Cash,Tariq Mehmood,Depot - Multan,Delivered,7.0
ORD101160,2025-02-12,CUST2044,Islamabad,Federal,Marble,Buff Marble,Flamed,18,47.4,171.89,0.0,8147.59,Cheque,Tariq Mehmood,Main Yard - Chiniot,Delivered,5.0
ORD100087,2025-02-26,CUST3239,Multan,Punjab,Granite,Emperador Brown,Flamed,30,32.9,334.42,0.0,11002.42,Cash,Usman Tariq,Depot - Multan,Delivered,10.0
ORD102182,2025-10-27,CUST2081,Peshawar,KPK,Onyx,Buff Marble,Leather,16,166.2,384.35,0.0,63878.97,Cash,Ahmed Raza,Depot - Multan,In Transit,6.0
ORD104442,2024-03-05,CUST1553,Sialkot,Punjab,Marble,Emperador Brown,Leather,20,110.6,192.4,0.0,21279.44,Credit (30 days),Saad Iqbal,Depot - Karachi,Delivered,9.0
ORD103262,2024-09-22,CUST3071,Quetta,Balochistan,Marble,Ziarat White,Honed,30,62.4,250.23,5.0,14833.63,Cheque,Ahmed Raza,Depot - Multan,Delivered,6.0
ORD101672,2024-04-11,CUST3142,Islamabad,Federal,Marble,Botticino Beige,Polished,22,102.0,112.48,0.0,11472.96,Bank Transfer,Zain Abbas,Main Yard - Chiniot,Delivered,10.0
ORD100183,2024-12-20,CUST2602,Lahore,Punjab,Marble,Indus Green,Polished,18,159.0,206.61,0.0,32850.99,Credit (30 days),Tariq Mehmood,Depot - Lahore,Pending,6.0
ORD103475,2024-07-31,CUST1383,Faisalabad,Punjab,Granite,Teri White,Polished,22,120.9,274.28,0.0,33160.45,Bank Transfer,Fahad Malik,Depot - Lahore,Cancelled,8.0
ORD103353,2025-01-04,CUST1487,Sialkot,Punjab,Marble,Botticino Beige,Polished,30,26.9,205.01,0.0,5514.77,Cash,Bilal Khan,Depot - Karachi,Delivered,7.0
ORD101629,2025-06-24,CUST3471,Peshawar,KPK,Granite,Buff Marble,Polished,20,36.7,296.59,0.0,10884.85,Bank Transfer,Tariq Mehmood,Depot - Karachi,Delivered,7.0
ORD100169,2024-07-26,CUST3236,Faisalabad,Punjab,Marble,Buff Marble,Polished,30,171.3,234.85,0.0,40229.8,Bank Transfer,Ahmed Raza,Depot - Multan,Delivered,11.0
ORD102920,2025-07-16,CUST3486,Islamabad,Federal,Marble,Botticino Beige,Honed,20,59.6,165.22,0.0,9847.11,Credit (30 days),Fahad Malik,Depot - Multan,Cancelled,8.0
ORD101899,2024-11-20,CUST2354,Islamabad,Federal,Marble,Sunny Grey,Honed,16,176.3,174.57,0.0,30776.69,Cash,Fahad Malik,Depot - Lahore,Delivered,7.0
ORD102272,2024-10-29,CUST2860,Chiniot,Punjab,Granite,Botticino Beige,Bush Hammered,16,20.0,285.42,0.0,5708.4,Bank Transfer,Zain Abbas,Main Yard - Chiniot,Cancelled,6.0
ORD103764,2024-03-16,CUST1957,Lahore,Punjab,Marble,Chiniot Black,Polished,22,195.7,188.42,10.0,33186.41,Bank Transfer,Bilal Khan,Depot - Karachi,Delivered,6.0
ORD104732,2025-05-23,CUST1655,Chiniot,Punjab,Granite,Emperador Brown,Polished,20,292.1,270.94,10.0,71227.42,Bank Transfer,Bilal Khan,Depot - Lahore,Delivered,8.0
ORD102474,2025-06-22,CUST3475,Mianwali,Punjab,Marble,Chaghi Golden,Polished,18,39.7,170.46,5.0,6428.9,Credit (30 days),Fahad Malik,Depot - Karachi,Delivered,8.0
ORD102906,2025-03-01,CUST1173,Islamabad,Federal,Granite,Teri White,Leather,20,86.2,273.03,15.0,20004.91,Bank Transfer,Bilal Khan,Depot - Lahore,Pending,7.0
ORD102886,2025-02-25,CUST2221,Multan,Punjab,Marble,Emperador Brown,Bush Hammered,18,112.1,202.57,0.0,22708.1,Credit (30 days),Ahmed Raza,Depot - Lahore,Delivered,9.0
ORD101978,2025-09-08,CUST2168,Peshawar,KPK,Marble,Chiniot Black,Honed,30,208.8,161.86,15.0,28726.91,Bank Transfer,Hamza Sheikh,Depot - Lahore,Delivered,7.0
ORD103779,2025-10-10,CUST1679,Peshawar,KPK,Marble,Buff Marble,Polished,20,186.9,194.83,0.0,36413.73,Bank Transfer,Zain Abbas,Depot - Lahore,In Transit,5.0
ORD100650,2024-08-23,CUST1255,Quetta,Balochistan,Tile,Multi Red,Flamed,22,62.9,91.4,15.0,4886.7,Bank Transfer,Fahad Malik,Depot - Multan,In Transit,6.0
ORD101011,2024-04-01,CUST2513,Faisalabad,Punjab,Marble,Botticino Beige,Polished,16,216.6,150.03,0.0,32496.5,Cheque,Fahad Malik,Depot - Multan,In Transit,5.0
ORD100103,2024-01-26,CUST1475,Islamabad,Federal,Granite,Chiniot Black,Polished,22,60.7,269.52,0.0,16359.86,Bank Transfer,Ahmed Raza,Depot - Karachi,Delivered,4.0
ORD101005,2025-08-06,CUST2505,Gujranwala,Punjab,Granite,Sunny Grey,Polished,30,43.1,347.36,0.0,14971.22,Cheque,Hamza Sheikh,Main Yard - Chiniot,Cancelled,9.0
ORD103997,2025-09-26,CUST1484,Faisalabad,Punjab,Marble,Indus Green,Polished,20,471.5,173.66,0.0,81880.69,Credit (30 days),Bilal Khan,Depot - Multan,Pending,8.0
ORD102927,2025-11-23,CUST1034,Peshawar,KPK,Granite,Chiniot Black,Honed,16,170.1,306.92,5.0,49596.74,Cheque,Tariq Mehmood,Main Yard - Chiniot,Cancelled,6.0
ORD100110,2025-01-09,CUST1987,Rawalpindi,Punjab,Marble,Sunny Grey,Leather,30,31.3,190.19,0.0,5952.95,Cash,Tariq Mehmood,Depot - Multan,Delivered,5.0
ORD103595,2025-04-05,CUST2911,Peshawar,KPK,Granite,Ziarat White,Honed,16,437.6,264.16,5.0,109816.6,Cash,Saad Iqbal,Main Yard - Chiniot,In Transit,6.0
ORD101785,2025-10-07,CUST1575,Islamabad,Federal,Tile,Emperador Brown,Polished,22,245.9,87.45,0.0,21503.96,Bank Transfer,Hamza Sheikh,Depot - Karachi,Cancelled,4.0
ORD102061,2024-06-19,CUST1014,Multan,Punjab,Granite,Emperador Brown,Honed,22,210.6,253.46,0.0,53378.68,Bank Transfer,Saad Iqbal,Depot - Multan,In Transit,4.0
ORD103870,2025-10-29,CUST3221,Islamabad,Federal,Granite,Teri White,Flamed,20,61.9,341.14,0.0,21116.57,Credit (30 days),Saad Iqbal,Main Yard - Chiniot,Delivered,8.0
ORD103794,2024-02-04,CUST2570,Chiniot,Punjab,Granite,Ziarat White,Polished,16,57.1,240.08,0.0,13708.57,Cash,Usman Tariq,Depot - Multan,Delivered,7.0
ORD100575,2025-05-11,CUST1445,Peshawar,KPK,Tile,Chaghi Golden,Polished,18,39.8,82.69,0.0,3291.06,Bank Transfer,Fahad Malik,Depot - Karachi,Pending,11.0
ORD102824,2025-06-20,CUST1734,Chiniot,Punjab,Tile,Ziarat White,Polished,30,59.4,112.91,0.0,6706.85,Cash,Hamza Sheikh,Depot - Lahore,Delivered,5.0
ORD104604,2024-03-26,CUST1548,Quetta,Balochistan,Granite,Buff Marble,Polished,18,79.7,244.78,10.0,17558.07,Bank Transfer,Hamza Sheikh,Depot - Karachi,In Transit,8.0
ORD100919,2025-04-13,CUST2098,Multan,Punjab,Marble,Chaghi Golden,Honed,18,193.3,166.45,0.0,32174.78,Bank Transfer,Zain Abbas,Depot - Karachi,Delivered,8.0
ORD103312,2024-12-09,CUST1062,Lahore,Punjab,Marble,Chiniot Black,Polished,30,37.0,171.73,0.0,6354.01,Credit (30 days),Saad Iqbal,Depot - Multan,Delivered,5.0
ORD101611,2025-02-19,CUST1349,Islamabad,Federal,Tile,Chiniot Black,Polished,20,33.4,97.67,0.0,3262.18,Credit (30 days),Bilal Khan,Depot - Multan,Cancelled,7.0
ORD100512,2025-01-25,CUST1612,Islamabad,Federal,Marble,Chaghi Golden,Polished,16,112.3,186.96,0.0,20995.61,Credit (30 days),Fahad Malik,Depot - Lahore,Delivered,7.0
ORD102538,2024-04-16,CUST1519,Lahore,Punjab,Granite,Chaghi Golden,Honed,16,211.4,259.71,5.0,52157.56,Cash,Usman Tariq,Depot - Karachi,Delivered,5.0
ORD103052,2025-09-10,CUST3426,Quetta,Balochistan,Granite,Multi Red,Flamed,30,86.6,321.31,10.0,25042.9,Credit (30 days),Bilal Khan,Main Yard - Chiniot,Delivered,8.0
ORD101043,2025-07-02,CUST2933,Mianwali,Punjab,Tile,Emperador Brown,Polished,16,20.0,83.16,0.0,1663.2,Credit (30 days),Zain Abbas,Depot - Lahore,Pending,8.0
ORD101980,2025-09-22,CUST2900,Lahore,Punjab,Marble,Buff Marble,Leather,18,70.5,145.52,0.0,10259.16,Cheque,Bilal Khan,Depot - Karachi,Cancelled,7.0
ORD101261,2024-12-08,CUST2926,Karachi,Sindh,Granite,Botticino Beige,Honed,30,134.5,287.65,0.0,38688.92,Bank Transfer,Fahad Malik,Depot - Karachi,Pending,6.0
ORD104057,2024-06-26,CUST1031,Chiniot,Punjab,Marble,Ziarat White,Honed,22,120.9,230.27,0.0,27839.64,Cheque,Zain Abbas,Main Yard - Chiniot,Delivered,6.0
ORD102721,2024-08-05,CUST1089,Karachi,Sindh,Onyx,Multi Red,Leather,22,30.0,531.43,5.0,15145.75,Bank Transfer,Tariq Mehmood,Depot - Karachi,Delivered,6.0
ORD104127,2025-12-20,CUST1819,Rawalpindi,Punjab,Granite,Indus Green,Leather,18,281.5,263.38,0.0,74141.47,Cash,Tariq Mehmood,Depot - Multan,Pending,3.0
ORD103864,2025-11-28,CUST2362,Rawalpindi,Punjab,Marble,Emperador Brown,Polished,22,74.6,171.88,5.0,12181.14,Cash,Tariq Mehmood,Depot - Multan,Cancelled,8.0
ORD101133,2025-05-25,CUST1894,Faisalabad,Punjab,Granite,Sunny Grey,Honed,18,242.2,333.97,0.0,80887.53,Cheque,Tariq Mehmood,Depot - Karachi,Cancelled,8.0
ORD102173,2024-02-20,CUST1661,Karachi,Sindh,Granite,Black Galaxy,Leather,20,135.7,228.95,0.0,31068.51,Credit (30 days),Tariq Mehmood,Depot - Karachi,In Transit,6.0
ORD100516,2025-08-24,CUST1286,Multan,Punjab,Marble,Multi Red,Polished,18,94.2,175.91,0.0,16570.72,Cheque,Zain Abbas,Depot - Multan,Delivered,12.0
ORD100230,2024-03-15,CUST2146,Multan,Punjab,Tile,Sunny Grey,Bush Hammered,20,230.8,101.68,0.0,23467.74,Cheque,Zain Abbas,Depot - Multan,Pending,7.0
ORD104496,2025-08-15,CUST1396,Sialkot,Punjab,Marble,Emperador Brown,Honed,30,27.0,234.18,15.0,5374.43,Cash,Usman Tariq,Depot - Lahore,Cancelled,6.0
ORD102039,2025-11-28,CUST3094,Karachi,Sindh,Marble,Teri White,Polished,30,241.0,217.15,0.0,52333.15,Bank Transfer,Hamza Sheikh,Depot - Multan,Delivered,5.0
ORD104707,2025-01-20,CUST2784,Peshawar,KPK,Marble,Buff Marble,Flamed,30,27.7,181.08,10.0,4514.32,Credit (30 days),Saad Iqbal,Depot - Multan,Delivered,9.0
ORD103639,2025-05-31,CUST1455,Mianwali,Punjab,Marble,Buff Marble,Polished,20,168.0,218.24,0.0,36664.32,Cash,Hamza Sheikh,Depot - Karachi,In Transit,5.0
ORD100400,2025-02-14,CUST2272,Islamabad,Federal,Marble,Botticino Beige,Polished,30,115.6,206.25,0.0,23842.5,Cash,Usman Tariq,Depot - Karachi,Delivered,9.0
ORD101321,2024-07-31,CUST2748,Lahore,Punjab,Tile,Teri White,Polished,30,110.5,99.38,10.0,9883.34,Cheque,Saad Iqbal,Depot - Multan,Cancelled,5.0
ORD101666,2024-12-15,CUST3087,Chiniot,Punjab,Granite,Botticino Beige,Leather,18,105.2,272.34,0.0,28650.17,Cheque,Fahad Malik,Depot - Multan,Delivered,4.0
ORD101279,2024-12-01,CUST2118,Karachi,Sindh,Marble,Rangeela Marble,Leather,22,220.8,197.1,0.0,43519.68,Bank Transfer,Ahmed Raza,Depot - Karachi,In Transit,10.0
ORD102156,2025-07-13,CUST2525,Islamabad,Federal,Tile,Black Galaxy,Flamed,18,20.0,83.01,0.0,1660.2,Credit (30 days),Fahad Malik,Main Yard - Chiniot,Delivered,8.0
ORD102157,2024-03-22,CUST2403,Karachi,Sindh,Marble,Chaghi Golden,Bush Hammered,18,49.2,205.78,5.0,9618.16,Credit (30 days),Zain Abbas,Depot - Multan,Cancelled,8.0
ORD103084,2024-05-28,CUST3029,Multan,Punjab,Tile,Buff Marble,Honed,30,229.1,80.95,0.0,18545.64,Credit (30 days),Fahad Malik,Depot - Multan,Cancelled,7.0
ORD102908,2024-09-28,CUST3332,Gujranwala,Punjab,Onyx,Sunny Grey,Polished,16,124.3,474.3,0.0,58955.49,Cash,Usman Tariq,Depot - Multan,Pending,10.0
ORD100156,2025-10-23,CUST3068,Faisalabad,Punjab,Onyx,Buff Marble,Polished,30,94.7,490.5,0.0,46450.35,Cash,Saad Iqbal,Depot - Lahore,Delivered,4.0
ORD100978,2024-04-19,CUST2333,Chiniot,Punjab,Marble,Rangeela Marble,Honed,22,190.9,238.81,0.0,45588.83,Bank Transfer,Hamza Sheikh,Depot - Karachi,Pending,5.0
ORD101716,2025-06-02,CUST1512,Lahore,Punjab,Marble,Multi Red,Flamed,16,20.0,198.35,0.0,3967.0,Cash,Zain Abbas,Depot - Multan,Delivered,4.0
ORD101753,2024-12-02,CUST3275,Lahore,Punjab,Granite,Black Galaxy,Polished,22,70.1,178.21,0.0,12492.52,Cash,Bilal Khan,Main Yard - Chiniot,Cancelled,10.0
ORD100138,2024-11-28,CUST2834,Sialkot,Punjab,Marble,Chaghi Golden,Honed,22,182.3,142.32,0.0,25944.94,Bank Transfer,Zain Abbas,Depot - Lahore,Delivered,5.0
ORD100734,2025-12-18,CUST3189,Faisalabad,Punjab,Marble,Teri White,Polished,20,29.4,174.06,5.0,4861.5,Cash,Hamza Sheikh,Depot - Multan,Pending,5.0
ORD104863,2024-10-13,CUST1511,Rawalpindi,Punjab,Granite,Black Galaxy,Honed,30,123.6,273.76,0.0,33836.74,Cash,Usman Tariq,Depot - Multan,Delivered,6.0
ORD100476,2024-07-27,CUST2513,Karachi,Sindh,Marble,Black Galaxy,Polished,16,35.0,116.14,0.0,4064.9,Cheque,Zain Abbas,Depot - Lahore,Delivered,5.0
ORD102595,2024-04-22,CUST1026,Lahore,Punjab,Marble,Chiniot Black,Polished,18,38.2,181.62,0.0,6937.88,Cash,Zain Abbas,Depot - Karachi,Delivered,10.0
ORD102960,2025-06-18,CUST1611,Sialkot,Punjab,Tile,Buff Marble,Polished,30,349.4,113.43,5.0,37650.82,Bank Transfer,Tariq Mehmood,Depot - Lahore,Delivered,3.0
ORD100220,2024-03-16,CUST3283,Lahore,Punjab,Granite,Chaghi Golden,Honed,20,67.5,251.01,15.0,14401.7,Cheque,Saad Iqbal,Depot - Lahore,In Transit,7.0
ORD103046,2024-11-28,CUST1775,Mianwali,Punjab,Marble,Ziarat White,Flamed,16,131.6,142.42,5.0,17805.35,Bank Transfer,Tariq Mehmood,Depot - Karachi,Delivered,8.0
ORD102032,2024-06-01,CUST1968,Sialkot,Punjab,Marble,Multi Red,Polished,16,342.1,172.05,0.0,58858.31,Bank Transfer,Hamza Sheikh,Depot - Karachi,In Transit,8.0
ORD100371,2024-11-06,CUST2001,Multan,Punjab,Marble,Ziarat White,Flamed,22,20.0,236.92,0.0,4738.4,Cash,Bilal Khan,Depot - Multan,Cancelled,7.0
ORD104677,2025-11-22,CUST2848,Quetta,Balochistan,Granite,Ziarat White,Polished,18,171.0,251.81,0.0,43059.51,Cheque,Tariq Mehmood,Depot - Karachi,Delivered,5.0
ORD103852,2024-10-22,CUST2388,Mianwali,Punjab,Marble,Emperador Brown,Leather,30,35.2,216.37,10.0,6854.6,Bank Transfer,Bilal Khan,Depot - Multan,Delivered,6.0
ORD104942,2024-12-08,CUST1357,Chiniot,Punjab,Marble,Botticino Beige,Polished,20,89.3,197.8,0.0,17663.54,Cheque,Hamza Sheikh,Depot - Lahore,Delivered,12.0
ORD102419,2025-04-16,CUST2663,Chiniot,Punjab,Granite,Chiniot Black,Honed,18,132.5,314.11,0.0,41619.58,Cash,Zain Abbas,Depot - Lahore,Delivered,7.0
ORD104446,2025-07-27,CUST2464,Multan,Punjab,Onyx,Teri White,Polished,20,68.5,448.79,10.0,27667.9,Bank Transfer,Ahmed Raza,Depot - Lahore,Delivered,7.0
ORD103200,2024-09-14,CUST2356,Karachi,Sindh,Granite,Emperador Brown,Polished,16,159.2,289.7,0.0,46120.24,Cash,Saad Iqbal,Main Yard - Chiniot,Delivered,7.0
ORD104753,2024-01-03,CUST1360,Peshawar,KPK,Tile,Buff Marble,Polished,18,88.5,96.41,0.0,8532.28,Cash,Bilal Khan,Depot - Lahore,Delivered,9.0
ORD104603,2024-11-04,CUST2168,Rawalpindi,Punjab,Tile,Teri White,Polished,18,336.7,90.58,0.0,30498.29,Bank Transfer,Saad Iqbal,Depot - Multan,Delivered,11.0
ORD102897,2024-05-25,CUST2141,Lahore,Punjab,Marble,Ziarat White,Leather,22,158.5,181.43,0.0,28756.66,Credit (30 days),Saad Iqbal,Main Yard - Chiniot,Pending,5.0
ORD103994,2024-04-26,CUST2152,Faisalabad,Punjab,Marble,Sunny Grey,Polished,30,65.6,203.25,0.0,13333.2,Cash,Ahmed Raza,Main Yard - Chiniot,Cancelled,10.0
ORD101953,2024-04-23,CUST1018,Mianwali,Punjab,Tile,Botticino Beige,Polished,18,184.0,82.39,10.0,13643.78,Bank Transfer,Hamza Sheikh,Depot - Lahore,In Transit,6.0
ORD102481,2024-08-27,CUST2940,Faisalabad,Punjab,Marble,Teri White,Polished,20,179.5,209.8,10.0,33893.19,Cash,Saad Iqbal,Depot - Multan,Delivered,11.0
ORD102568,2025-04-04,CUST3178,Islamabad,Federal,Onyx,Botticino Beige,Honed,18,152.1,334.28,0.0,50843.99,Bank Transfer,Hamza Sheikh,Depot - Karachi,Delivered,7.0
ORD100010,2025-02-18,CUST1877,Gujranwala,Punjab,Tile,Sunny Grey,Polished,16,87.6,65.57,15.0,4882.34,Credit (30 days),Hamza Sheikh,Main Yard - Chiniot,Delivered,15.0
ORD102610,2024-10-31,CUST3101,Peshawar,KPK,Marble,Rangeela Marble,Flamed,22,244.8,252.68,0.0,61856.06,Bank Transfer,Zain Abbas,Depot - Lahore,Cancelled,9.0
ORD103360,2024-01-17,CUST1766,Multan,Punjab,Marble,Rangeela Marble,Polished,22,91.5,149.42,0.0,13671.93,Bank Transfer,Zain Abbas,Main Yard - Chiniot,Delivered,6.0
ORD103215,2025-08-26,CUST2632,Multan,Punjab,Marble,Ziarat White,Honed,16,20.0,224.22,0.0,4484.4,Cheque,Hamza Sheikh,Main Yard - Chiniot,Delivered,7.0
ORD100896,2025-09-18,CUST2056,Multan,Punjab,Marble,Ziarat White,Honed,16,35.2,169.76,0.0,5975.55,Cheque,Tariq Mehmood,Depot - Karachi,Delivered,4.0
ORD103056,2024-03-17,CUST1249,Chiniot,Punjab,Granite,Ziarat White,Polished,20,63.3,262.43,10.0,14950.64,Cash,Saad Iqbal,Depot - Multan,In Transit,10.0
ORD104532,2024-06-29,CUST1585,Multan,Punjab,Marble,Indus Green,Leather,16,47.9,197.87,0.0,9477.97,Cash,Zain Abbas,Depot - Multan,Delivered,4.0
ORD103300,2025-07-02,CUST1246,Karachi,Sindh,Marble,Botticino Beige,Polished,20,69.3,197.83,10.0,12338.66,Bank Transfer,Usman Tariq,Main Yard - Chiniot,Delivered,7.0
ORD104196,2025-04-30,CUST1442,Islamabad,Federal,Marble,Sunny Grey,Bush Hammered,30,321.3,203.06,0.0,65243.18,Credit (30 days),Fahad Malik,Depot - Lahore,In Transit,7.0
ORD102305,2024-08-09,CUST3003,Karachi,Sindh,Marble,Chiniot Black,Honed,20,24.3,215.71,0.0,5241.75,Bank Transfer,Zain Abbas,Depot - Karachi,In Transit,7.0
ORD104786,2025-01-11,CUST1543,Sialkot,Punjab,Tile,Teri White,Bush Hammered,16,71.0,94.97,5.0,6405.73,Credit (30 days),Usman Tariq,Depot - Multan,Pending,7.0
ORD103168,2025-02-24,CUST1994,Gujranwala,Punjab,Granite,Emperador Brown,Flamed,18,20.0,296.26,10.0,5332.68,Credit (30 days),Hamza Sheikh,Depot - Karachi,Delivered,5.0
ORD100608,2024-10-09,CUST1473,Quetta,Balochistan,Marble,Chaghi Golden,Polished,18,173.6,208.92,10.0,32641.66,Credit (30 days),Fahad Malik,Depot - Multan,Pending,8.0
ORD103122,2025-10-09,CUST1492,Quetta,Balochistan,Granite,Buff Marble,Polished,30,88.1,247.33,0.0,21789.77,Cash,Ahmed Raza,Depot - Lahore,In Transit,9.0
ORD100351,2024-07-14,CUST3353,Sialkot,Punjab,Marble,Botticino Beige,Polished,18,20.0,200.47,10.0,3608.46,Credit (30 days),Fahad Malik,Depot - Lahore,Cancelled,5.0
ORD104666,2024-10-31,CUST2576,Karachi,Sindh,Onyx,Botticino Beige,Flamed,16,191.5,379.44,5.0,69029.62,Credit (30 days),Zain Abbas,Main Yard - Chiniot,In Transit,4.0
ORD100881,2025-05-10,CUST2737,Peshawar,KPK,Granite,Teri White,Polished,20,20.0,267.51,0.0,5350.2,Bank Transfer,Tariq Mehmood,Depot - Karachi,Pending,6.0
ORD100602,2024-01-12,CUST3491,Karachi,Sindh,Tile,Rangeela Marble,Polished,30,180.4,85.49,0.0,15422.4,Credit (30 days),Saad Iqbal,Depot - Multan,Delivered,8.0
ORD101275,2025-05-14,CUST2455,Faisalabad,Punjab,Granite,Chaghi Golden,Polished,20,87.0,228.17,0.0,19850.79,Cheque,Usman Tariq,Main Yard - Chiniot,In Transit,3.0
ORD103927,2025-06-19,CUST2512,Multan,Punjab,Onyx,Rangeela Marble,Polished,18,175.4,396.43,0.0,69533.82,Bank Transfer,Zain Abbas,Depot - Karachi,Pending,5.0
ORD101078,2024-10-14,CUST2330,Rawalpindi,Punjab,Granite,Black Galaxy,Honed,16,131.6,297.72,0.0,39179.95,Cash,Fahad Malik,Depot - Lahore,Delivered,11.0
ORD102537,2024-07-08,CUST2111,Mianwali,Punjab,Granite,Teri White,Polished,20,133.4,287.82,0.0,38395.19,Cash,Fahad Malik,Depot - Multan,In Transit,8.0
ORD103650,2025-12-25,CUST1002,Multan,Punjab,Granite,Multi Red,Polished,30,194.5,291.09,0.0,56617.0,Credit (30 days),Ahmed Raza,Main Yard - Chiniot,Pending,7.0
ORD103830,2024-01-29,CUST2686,Multan,Punjab,Onyx,Multi Red,Bush Hammered,20,52.1,398.4,15.0,17643.14,Cash,Bilal Khan,Depot - Karachi,Cancelled,6.0
